,age,occupation,marriage status,education level,balance,housing,loan,have termed deposit,credit_scores,credit_conditions
457,37,technician,married,secondary,1,yes,no,yes,1091,above mean
458,33,blue-collar,single,secondary,-60,no,no,no,-60,below zero
459,35,blue-collar,married,secondary,89,yes,no,no,1179,above mean
460,58,blue-collar,divorced,secondary,-11,no,no,no,-11,below zero
461,39,blue-collar,married,primary,0,yes,no,no,1090,above mean
462,43,blue-collar,married,secondary,-509,yes,no,no,581,below mean
463,39,unemployed,married,primary,408,yes,no,no,1498,above mean
464,36,services,single,primary,58,yes,no,no,1148,above mean
465,57,retired,single,secondary,1640,no,yes,no,-4185,below zero
466,36,admin.,single,secondary,20,yes,no,no,1110,above mean
467,50,blue-collar,married,primary,71,yes,no,no,1161,above mean
468,55,blue-collar,married,secondary,52,yes,no,no,1142,above mean
469,44,self-employed,married,tertiary,292,yes,no,no,1382,above mean
470,44,services,divorced,secondary,424,yes,no,no,1514,above mean
471,39,housemaid,single,primary,109,yes,no,no,1199,above mean
472,46,blue-collar,married,unknown,1044,yes,no,no,2134,above mean
473,39,blue-collar,married,secondary,983,yes,no,no,2073,above mean
474,34,admin.,married,secondary,869,no,no,yes,869,below mean
475,40,blue-collar,married,primary,668,yes,no,no,1758,above mean
476,50,management,married,tertiary,964,yes,no,no,2054,above mean
477,31,management,single,secondary,301,yes,no,no,1391,above mean
478,37,admin.,single,secondary,140,yes,no,no,1230,above mean
479,39,management,single,secondary,1877,yes,no,no,2967,above mean
480,51,blue-collar,married,primary,1127,yes,no,no,2217,above mean
481,41,technician,married,secondary,871,yes,no,no,1961,above mean
482,41,technician,married,secondary,767,yes,yes,no,-3968,below zero
483,43,blue-collar,married,secondary,0,no,no,no,0,below mean
484,30,services,single,secondary,209,yes,no,no,1299,above mean
485,54,management,divorced,primary,0,no,no,no,0,below mean
486,43,blue-collar,divorced,secondary,110,yes,yes,no,-4625,below zero
487,59,management,divorced,tertiary,-76,yes,yes,no,-4811,below zero
488,47,technician,married,unknown,178,yes,no,no,1268,above mean
489,40,blue-collar,married,primary,-66,yes,no,no,1024,below mean
490,32,technician,married,secondary,0,yes,no,no,1090,above mean
491,29,blue-collar,married,secondary,1,yes,no,no,1091,above mean
492,36,blue-collar,married,secondary,0,yes,no,no,1090,above mean
493,55,unemployed,married,tertiary,5345,no,no,no,5345,above mean
494,30,blue-collar,divorced,secondary,-209,yes,no,no,881,below mean
495,39,admin.,single,secondary,0,yes,no,no,1090,above mean
496,39,blue-collar,divorced,secondary,42,yes,no,no,1132,above mean
497,50,blue-collar,divorced,secondary,41,yes,no,no,1131,above mean
498,44,blue-collar,married,secondary,-99,yes,no,no,991,below mean
499,37,technician,single,secondary,17,yes,no,no,1107,above mean
500,46,admin.,married,primary,276,yes,yes,no,-4459,below zero
501,32,technician,single,unknown,-170,no,no,no,-170,below zero
502,37,management,single,tertiary,230,yes,yes,no,-4505,below zero
503,29,blue-collar,married,secondary,9,yes,no,no,1099,above mean
504,41,blue-collar,married,secondary,946,yes,no,no,2036,above mean
505,45,blue-collar,married,primary,1297,yes,no,no,2387,above mean
506,57,retired,divorced,secondary,-331,yes,no,no,759,below mean
507,48,blue-collar,single,secondary,44,yes,no,no,1134,above mean
508,60,retired,married,secondary,15,no,no,no,15,below mean
509,26,admin.,single,secondary,712,yes,no,no,1802,above mean
510,58,retired,married,secondary,5435,yes,no,no,6525,above mean
511,34,admin.,married,secondary,507,yes,no,no,1597,above mean
512,55,unemployed,divorced,secondary,387,yes,no,yes,1477,above mean
513,41,blue-collar,married,primary,0,yes,yes,no,-4735,below zero
514,50,management,divorced,secondary,1716,yes,no,no,2806,above mean
515,49,entrepreneur,married,secondary,167,yes,yes,no,-4568,below zero
516,44,admin.,married,unknown,40,no,yes,no,-5785,below zero
517,44,blue-collar,married,primary,148,yes,no,no,1238,above mean
518,31,technician,married,secondary,17,yes,yes,no,-4718,below zero
519,34,blue-collar,single,tertiary,1011,yes,no,no,2101,above mean
520,46,management,single,unknown,1527,yes,no,no,2617,above mean
521,42,management,married,tertiary,744,no,no,no,744,below mean
522,52,admin.,married,secondary,484,yes,no,no,1574,above mean
523,29,management,single,tertiary,0,yes,no,no,1090,above mean
524,53,retired,married,primary,136,yes,no,no,1226,above mean
525,43,blue-collar,married,secondary,1335,yes,no,no,2425,above mean
526,38,management,married,secondary,517,yes,no,no,1607,above mean
527,46,management,married,tertiary,459,yes,no,no,1549,above mean
528,48,management,divorced,unknown,549,yes,no,no,1639,above mean
529,30,admin.,divorced,secondary,83,yes,yes,no,-4652,below zero
530,44,blue-collar,married,primary,213,no,no,no,213,below mean
531,31,housemaid,married,primary,203,yes,no,no,1293,above mean
532,42,services,single,secondary,518,yes,no,no,1608,above mean
533,40,management,single,tertiary,3877,yes,no,no,4967,above mean
534,52,admin.,married,secondary,1236,yes,no,no,2326,above mean
535,45,blue-collar,divorced,secondary,756,yes,no,no,1846,above mean
536,48,blue-collar,married,secondary,157,yes,no,no,1247,above mean
537,45,blue-collar,married,primary,-66,yes,no,no,1024,below mean
538,34,blue-collar,married,unknown,245,yes,no,no,1335,above mean
539,34,blue-collar,married,primary,-144,yes,no,no,946,below mean
540,46,blue-collar,married,secondary,71,yes,no,no,1161,above mean
541,49,services,divorced,secondary,505,yes,no,no,1595,above mean
542,50,technician,married,primary,249,yes,no,no,1339,above mean
543,34,admin.,single,secondary,0,yes,no,no,1090,above mean
544,40,unemployed,single,secondary,11,yes,no,no,1101,above mean
545,36,admin.,married,secondary,639,yes,no,no,1729,above mean
546,59,blue-collar,divorced,unknown,124,yes,no,no,1214,above mean
547,45,blue-collar,married,secondary,82,yes,no,no,1172,above mean
548,36,self-employed,married,tertiary,107,yes,no,no,1197,above mean
549,56,services,married,secondary,473,yes,no,no,1563,above mean
550,42,services,divorced,secondary,372,yes,yes,no,-4363,below zero
551,30,admin.,married,secondary,46,yes,no,no,1136,above mean
552,30,student,single,tertiary,34,yes,no,no,1124,above mean
553,47,self-employed,married,unknown,935,yes,no,no,2025,above mean
554,33,blue-collar,married,secondary,-10,yes,no,no,1080,above mean
555,36,admin.,married,secondary,-106,yes,no,no,984,below mean
556,39,services,divorced,primary,471,yes,no,no,1561,above mean
557,56,admin.,divorced,secondary,778,yes,no,no,1868,above mean
558,39,blue-collar,divorced,unknown,170,yes,no,no,1260,above mean
559,42,technician,married,secondary,315,yes,no,no,1405,above mean
560,52,blue-collar,married,secondary,3165,no,no,no,3165,above mean
561,36,admin.,divorced,secondary,131,yes,no,no,1221,above mean
562,35,entrepreneur,married,secondary,204,yes,no,no,1294,above mean
563,47,technician,married,secondary,83,yes,no,no,1173,above mean
564,59,services,divorced,secondary,0,yes,yes,no,-4735,below zero
565,57,blue-collar,married,primary,5431,yes,yes,no,696,below mean
566,38,management,married,unknown,1759,yes,no,no,2849,above mean
567,46,unemployed,married,secondary,-125,yes,no,no,965,below mean
568,34,blue-collar,married,secondary,0,no,no,no,0,below mean
569,28,services,single,secondary,5090,yes,no,yes,6180,above mean
570,38,technician,married,unknown,573,yes,no,no,1663,above mean
571,56,blue-collar,married,secondary,1602,yes,no,no,2692,above mean
572,41,blue-collar,single,primary,-137,yes,yes,no,-4872,below zero
573,52,technician,married,unknown,0,no,no,no,0,below mean
574,54,services,married,secondary,193,no,no,no,193,below mean
575,61,retired,married,secondary,195,yes,yes,no,-4540,below zero
576,53,entrepreneur,married,secondary,288,no,no,no,288,below mean
577,47,technician,married,secondary,19,yes,no,no,1109,above mean
578,53,blue-collar,married,primary,25,yes,no,no,1115,above mean
579,46,services,married,secondary,216,yes,no,no,1306,above mean
580,39,blue-collar,divorced,primary,190,yes,yes,no,-4545,below zero
581,56,technician,divorced,secondary,99,yes,no,no,1189,above mean
582,55,services,divorced,primary,2298,yes,no,no,3388,above mean
583,44,management,married,tertiary,17,yes,no,no,1107,above mean
584,37,technician,married,primary,0,yes,no,no,1090,above mean
585,35,blue-collar,married,primary,0,yes,no,no,1090,above mean
586,55,blue-collar,married,secondary,840,yes,no,no,1930,above mean
587,37,services,married,secondary,358,yes,no,no,1448,above mean
588,30,technician,single,secondary,0,yes,no,no,1090,above mean
589,37,blue-collar,married,primary,-325,yes,yes,no,-5060,below zero
590,36,technician,single,secondary,-15,yes,no,no,1075,above mean
591,38,technician,married,secondary,581,yes,no,no,1671,above mean
592,41,admin.,divorced,primary,4070,yes,no,no,5160,above mean
593,48,retired,married,secondary,74,no,yes,no,-5751,below zero
594,55,services,divorced,secondary,141,yes,no,no,1231,above mean
595,28,services,divorced,secondary,89,no,no,no,89,below mean
596,54,services,married,secondary,0,yes,no,no,1090,above mean
597,30,blue-collar,married,secondary,450,no,no,no,450,below mean
598,48,technician,married,tertiary,310,no,no,no,310,below mean
599,31,self-employed,married,secondary,0,yes,no,no,1090,above mean
600,38,blue-collar,married,secondary,384,yes,no,no,1474,above mean
601,37,blue-collar,married,secondary,395,yes,no,no,1485,above mean
602,37,services,single,unknown,-118,yes,no,no,972,below mean
603,56,blue-collar,married,primary,5,yes,yes,no,-4730,below zero
604,51,blue-collar,married,secondary,50,yes,yes,no,-4685,below zero
605,39,blue-collar,married,secondary,285,yes,yes,no,-4450,below zero
606,49,technician,married,unknown,15,no,no,no,15,below mean
607,51,blue-collar,married,primary,653,yes,yes,no,-4082,below zero
608,43,self-employed,married,secondary,918,yes,no,no,2008,above mean
609,32,services,married,secondary,243,yes,yes,no,-4492,below zero
610,29,technician,single,tertiary,405,yes,no,no,1495,above mean
611,48,management,divorced,tertiary,1328,yes,no,no,2418,above mean
612,55,services,married,primary,255,yes,no,no,1345,above mean
613,53,blue-collar,married,secondary,3397,yes,no,no,4487,above mean
614,47,technician,married,unknown,2106,yes,no,no,3196,above mean
615,39,management,married,tertiary,2877,yes,no,no,3967,above mean
616,31,blue-collar,single,tertiary,60,yes,yes,no,-4675,below zero
617,39,blue-collar,married,primary,2226,yes,no,no,3316,above mean
618,40,blue-collar,married,primary,2880,yes,no,no,3970,above mean
619,40,technician,single,unknown,-5,yes,no,no,1085,above mean
620,48,technician,married,secondary,147,no,no,no,147,below mean
621,33,technician,divorced,secondary,7,yes,yes,no,-4728,below zero
622,40,technician,married,secondary,109,yes,no,no,1199,above mean
623,59,retired,married,primary,-119,yes,no,no,971,below mean
624,30,technician,married,secondary,484,yes,no,yes,1574,above mean
625,31,management,single,tertiary,1852,yes,no,no,2942,above mean
626,35,unemployed,married,secondary,533,yes,no,no,1623,above mean
627,54,technician,divorced,secondary,21,yes,no,no,1111,above mean
628,34,admin.,single,unknown,2434,yes,no,no,3524,above mean
629,32,technician,married,secondary,90,yes,yes,no,-4645,below zero
630,56,admin.,divorced,unknown,4246,yes,no,no,5336,above mean
631,32,admin.,single,tertiary,395,yes,no,no,1485,above mean
632,42,blue-collar,married,primary,15,yes,no,no,1105,above mean
633,33,services,married,tertiary,85,no,no,no,85,below mean
634,52,entrepreneur,married,tertiary,-184,yes,yes,no,-4919,below zero
635,52,services,married,secondary,660,no,no,no,660,below mean
636,52,blue-collar,divorced,primary,-183,yes,no,no,907,below mean
637,30,unemployed,divorced,secondary,1144,yes,no,no,2234,above mean
638,44,services,divorced,secondary,1,yes,no,no,1091,above mean
639,35,admin.,married,secondary,69,yes,yes,no,-4666,below zero
640,55,management,single,secondary,220,yes,no,no,1310,above mean
641,33,blue-collar,married,primary,332,yes,no,no,1422,above mean
642,37,blue-collar,single,secondary,240,yes,no,no,1330,above mean
643,42,technician,single,secondary,0,yes,no,no,1090,above mean
644,43,unemployed,married,secondary,0,yes,no,no,1090,above mean
645,38,entrepreneur,married,tertiary,898,yes,no,no,1988,above mean
646,37,technician,married,secondary,123,yes,yes,no,-4612,below zero
647,31,student,single,secondary,252,yes,no,no,1342,above mean
648,41,management,married,tertiary,65,yes,no,no,1155,above mean
649,41,technician,married,secondary,-366,yes,yes,no,-5101,below zero
650,29,student,single,secondary,209,yes,no,no,1299,above mean
651,38,admin.,single,secondary,221,yes,no,no,1311,above mean
652,44,self-employed,divorced,tertiary,4,yes,no,no,1094,above mean
653,39,admin.,married,secondary,104,yes,no,no,1194,above mean
654,28,technician,single,secondary,312,yes,no,no,1402,above mean
655,33,blue-collar,married,secondary,-349,yes,no,no,741,below mean
656,41,services,married,unknown,4,no,no,no,4,below mean
657,40,blue-collar,married,primary,-322,yes,yes,no,-5057,below zero
658,29,admin.,married,secondary,-150,yes,no,no,940,below mean
659,38,management,married,unknown,1349,yes,no,no,2439,above mean
660,32,admin.,married,tertiary,281,yes,no,no,1371,above mean
661,45,services,married,secondary,1259,yes,no,no,2349,above mean
662,33,admin.,single,secondary,101,yes,no,no,1191,above mean
663,34,blue-collar,married,secondary,848,yes,no,no,1938,above mean
664,41,entrepreneur,married,unknown,89,yes,no,no,1179,above mean
665,41,blue-collar,married,secondary,140,yes,no,no,1230,above mean
666,35,admin.,single,secondary,148,yes,no,no,1238,above mean
667,40,technician,single,secondary,200,yes,no,no,1290,above mean
668,60,self-employed,married,primary,46,yes,no,no,1136,above mean
669,47,services,divorced,secondary,201,yes,no,no,1291,above mean
670,46,blue-collar,married,primary,530,yes,no,no,1620,above mean
671,31,blue-collar,single,secondary,0,yes,no,no,1090,above mean
672,49,self-employed,married,secondary,1,yes,no,no,1091,above mean
673,29,blue-collar,married,secondary,43,yes,no,no,1133,above mean
674,31,management,single,tertiary,-173,yes,no,no,917,below mean
675,38,management,married,tertiary,389,yes,no,no,1479,above mean
676,37,blue-collar,married,primary,215,yes,yes,no,-4520,below zero
677,35,technician,married,secondary,-131,yes,no,no,959,below mean
678,31,management,single,secondary,783,yes,no,no,1873,above mean
679,41,admin.,married,secondary,0,yes,no,no,1090,above mean
680,46,services,married,unknown,80,yes,no,no,1170,above mean
681,40,services,divorced,secondary,105,yes,no,no,1195,above mean
682,29,admin.,married,secondary,182,yes,yes,no,-4553,below zero
683,49,admin.,married,secondary,82,yes,no,no,1172,above mean
684,42,management,married,tertiary,0,yes,no,no,1090,above mean
685,54,services,married,secondary,510,yes,no,no,1600,above mean
686,40,management,single,tertiary,242,yes,no,no,1332,above mean
687,53,admin.,married,secondary,244,yes,yes,no,-4491,below zero
688,49,management,married,tertiary,92,yes,no,no,1182,above mean
689,40,blue-collar,married,primary,0,yes,no,no,1090,above mean
690,29,student,single,secondary,948,yes,no,no,2038,above mean
691,36,blue-collar,married,primary,23,yes,no,no,1113,above mean
692,37,technician,married,secondary,710,yes,no,no,1800,above mean
693,39,services,married,secondary,1205,yes,no,no,2295,above mean
694,36,technician,married,secondary,368,yes,yes,yes,-4367,below zero
695,44,entrepreneur,married,tertiary,1631,yes,no,no,2721,above mean
696,40,admin.,married,secondary,6,yes,no,no,1096,above mean
697,49,blue-collar,married,secondary,26,yes,no,no,1116,above mean
698,30,technician,single,unknown,-48,yes,no,no,1042,above mean
699,57,management,married,tertiary,2142,yes,no,no,3232,above mean
